DwellingType,ZoneType,UtilitiesType,BuildingType,HouseStyleType,OverallQuality,OverallConditions,YearBuilt,YearRemodel,RoofStyleType,RoofMaterial,ExteriorMaterial,ExteriorQuality,ExteriorConditions,FoundationMaterial,TotalBasementArea,HeatingType,HeatingQuality,HasAirConditioning,FirstFloorArea,SecondFloorArea,NumberOfBathrooms,NumberOfBedrooms,NumberOfKitchen,KitchenQuality,TotalNumberOfRooms,GarageType,GarageYearBuilt,GarageNumberOfCars,GarageArea,GarageQuality,GarageCondition,PoolArea,PoolQuality,FenceQuality,Label,Price,MoSold,YrSold
20,6,1,1,1,4,3,2007,2007,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1302,2,1,1,1302,0,2,3,1,2,6,2,2007,2,436,2,2,0,4,4,27500,275000,8,2007
20,6,1,1,1,4,3,2007,2007,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1316,2,1,1,1316,0,2,3,1,2,6,2,2007,2,440,2,2,0,4,4,34500,345000,10,2007
60,6,1,1,4,3,3,1964,1978,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,816,2,3,1,1127,850,1,4,1,3,9,2,1964,2,540,2,2,0,4,1,12300,123000,6,2007
20,6,1,1,1,3,3,1957,2002,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1216,2,1,1,1526,0,1,4,1,3,7,3,1957,1,364,2,2,0,4,4,12900,129000,5,2010
60,6,1,1,4,4,3,2002,2002,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1065,2,1,1,1091,898,2,3,1,2,7,2,2002,2,586,2,2,0,4,4,12950,129500,11,2006
20,6,1,1,1,3,3,1976,1976,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1193,2,3,1,1523,0,2,3,1,3,7,2,1976,2,478,2,2,0,4,1,13300,133000,5,2008
120,6,1,4,1,4,3,2005,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1364,2,1,1,1364,0,2,2,1,2,6,2,2005,2,484,2,2,0,4,4,13390,133900,6,2006
60,6,1,1,4,4,3,1994,1994,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,973,2,1,1,979,871,2,3,1,2,7,4,1994,2,467,2,2,0,4,4,13450,134500,1,2009
60,6,1,1,4,5,3,2008,2008,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,1,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1104,2,1,1,1130,1054,2,3,1,1,10,2,2008,3,836,2,2,0,4,4,13490,134900,7,2009
50,6,1,1,2,3,4,1932,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,854,2,3,1,1096,895,1,3,1,3,7,6,1977,2,432,2,2,0,4,4,13700,137000,3,2007
120,6,1,4,1,4,3,2001,2001,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,AAE85B7F-8DAF-4D7F-8974-2B9F23B452AF,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1338,2,1,1,1338,0,2,2,1,2,6,2,2001,2,582,2,2,0,4,4,13750,137500,4,2010
30,2,1,1,1,2,2,1935,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,4,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,894,2,3,1,894,0,1,2,1,3,6,6,1994,3,1248,2,2,0,4,4,13750,137500,8,2008
190,8,1,2,4,3,3,1900,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,662,2,3,0,1422,915,2,5,2,3,10,6,1945,2,560,2,2,0,4,4,14400,144000,9,2007
30,8,1,1,1,3,3,1925,1980,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,2,990666D4-DC69-4DB5-9525-8EA305C3904A,1103,2,2,1,1103,0,1,2,1,2,5,6,1976,2,440,2,2,0,4,1,14700,147000,7,2006
20,6,1,1,1,3,3,1966,1966,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1154,2,1,1,1154,0,1,3,1,3,6,2,1966,2,480,2,2,0,4,1,14800,148000,11,2009
60,6,1,1,4,4,3,1996,1997,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1306,2,1,1,1306,954,2,3,1,2,7,2,1996,2,533,2,2,0,4,4,14800,148000,4,2010
60,6,1,1,4,3,4,1993,1994,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,799,2,2,1,799,772,2,3,1,3,7,2,1993,2,380,2,2,0,4,4,15600,156000,5,2009
60,6,1,1,4,3,3,1964,1964,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,780,2,3,1,798,813,1,4,1,3,7,2,1964,2,442,2,2,0,4,4,16550,165500,6,2008
160,8,1,4,4,3,2,1973,1973,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,AAE85B7F-8DAF-4D7F-8974-2B9F23B452AF,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,942,2,2,1,1291,1230,2,5,1,3,10,2,1973,2,576,2,2,0,4,1,17000,170000,6,2006
45,6,1,1,3,3,4,1949,2003,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,845,2,3,1,893,0,1,2,1,2,4,6,1985,2,576,2,2,0,4,4,17100,171000,5,2007
20,6,1,1,1,3,3,1956,1956,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1048,2,3,1,1048,0,1,3,1,3,6,2,1956,1,286,2,2,0,4,4,17840,178400,6,2007
60,6,1,1,4,3,3,1968,1968,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,727,2,1,1,829,727,1,4,1,3,8,2,1968,2,441,2,2,0,4,4,19850,198500,5,2009
50,6,1,1,2,3,2,1948,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,810,2,4,1,1002,454,1,4,1,3,7,6,1954,1,280,2,2,0,4,4,9000,90000,8,2006
60,6,1,1,4,3,3,1977,1977,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,690,2,3,1,698,728,1,3,1,3,6,2,1977,2,440,2,2,0,4,1,10180,101800,7,2009
20,6,1,1,1,4,3,2006,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1240,2,1,1,1240,0,2,2,1,2,5,2,2006,3,826,2,2,0,4,4,10895.9,108959,5,2007
70,6,1,1,4,4,3,1940,1984,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,800,2,3,1,960,780,1,3,1,3,6,2,1940,1,240,2,2,0,4,4,11000,110000,7,2007
50,6,1,1,2,3,4,1936,1989,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,796,2,2,1,1096,370,2,3,1,2,7,2,1950,2,566,2,2,0,4,4,11850,118500,4,2006
20,6,1,1,1,3,3,1969,1969,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1096,2,1,1,1096,0,1,3,1,3,6,2,1969,1,299,2,2,0,4,4,11885.8,118858,3,2006
120,8,1,4,1,3,3,2004,2004,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,848,2,1,1,848,0,1,1,1,2,3,2,2004,2,420,2,2,0,4,4,11896.4,118964,5,2006
20,6,1,1,1,3,3,1994,1994,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,990,2,2,1,990,0,1,3,1,3,5,2,1996,1,299,2,2,0,4,4,11900,119000,4,2007
20,6,1,1,1,3,4,1971,2004,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1258,2,1,1,1258,0,2,3,1,2,5,2,1971,2,528,2,2,0,4,4,12400,124000,10,2008
20,6,1,1,1,3,3,1963,1963,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1040,2,4,1,1040,0,1,3,1,3,5,2,1963,1,308,2,2,0,4,1,12600,126000,6,2010
20,6,1,1,1,4,3,2002,2002,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1459,2,1,1,1459,0,2,3,1,2,6,2,2002,2,527,2,2,0,4,4,12750,127500,9,2007
20,6,1,1,1,3,3,1964,1964,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1251,2,3,1,1251,0,1,3,1,3,6,2,1964,1,461,2,2,0,4,1,13250,132500,3,2006
60,6,1,1,4,3,3,1995,1996,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,691,2,2,1,691,807,2,3,1,3,6,2,1995,2,409,2,2,0,4,4,13500,135000,7,2006
85,6,1,1,7,3,3,1992,1992,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,936,2,1,1,996,0,1,2,1,2,5,2,1992,2,564,2,2,0,4,4,13500,135000,4,2010
160,8,1,4,4,2,3,1973,1973,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,AAE85B7F-8DAF-4D7F-8974-2B9F23B452AF,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,546,2,3,1,546,546,1,3,1,3,6,2,1973,1,286,2,2,0,4,4,13596,135960,5,2010
60,3,1,1,4,4,3,2005,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1082,2,1,1,1082,871,2,3,1,2,9,2,2005,3,1043,2,2,0,4,4,13600,136000,5,2009
160,8,1,5,4,4,3,2004,2004,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,970,2,1,1,970,739,2,3,1,2,7,6,2004,2,380,2,2,0,4,4,13690.5,136905,4,2006
120,3,1,4,1,4,3,2005,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1247,2,1,1,1247,0,1,1,1,2,4,2,2005,2,550,2,2,0,4,4,13700,137000,4,2006
90,6,1,3,1,2,2,1950,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,277ED534-9DD8-4468-B15F-989F6EEBB6D5,3,3,98DA1235-ED4C-4CC3-8E11-A7E5421EC8B0,0,6,4,0,1040,0,2,2,2,3,6,6,1987,2,400,2,2,0,4,4,13900,139000,6,2009
160,3,1,5,4,4,3,1999,2000,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,600,2,1,1,624,628,2,2,1,2,4,6,1999,2,462,2,2,0,4,4,14260,142600,3,2008
50,6,1,1,2,3,3,1925,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1181,2,4,1,1390,304,2,4,1,3,7,6,1925,2,576,2,2,0,4,4,14295.3,142953,6,2008
20,6,1,1,1,3,4,1965,1998,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,864,2,2,1,1200,0,1,1,1,2,6,6,1977,2,884,2,2,0,4,1,14300,143000,10,2006
20,6,1,1,1,3,4,1956,2000,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,936,2,1,1,936,0,1,2,1,3,4,2,1956,1,308,2,2,0,4,4,14400,144000,5,2010
20,6,1,1,1,3,3,2006,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1314,2,2,1,1314,0,2,3,1,2,6,2,2006,2,440,2,2,0,4,4,14500,145000,3,2007
70,8,1,1,4,3,4,1914,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,684,2,3,1,773,582,1,3,1,2,7,7,0,0,0,4,4,0,4,4,14590,145900,3,2007
120,6,1,4,1,4,3,1986,1986,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,2,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1074,2,1,1,1088,0,1,2,1,2,5,2,1987,2,461,2,2,0,4,4,15000,150000,10,2007
50,8,1,1,2,2,3,1936,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,672,2,3,1,757,567,1,3,1,3,6,6,1936,1,240,2,2,0,4,4,15090,150900,7,2009
20,6,1,1,1,4,3,1978,1978,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1271,2,3,1,1601,0,2,3,1,3,7,2,1978,2,478,2,2,0,4,4,15333.7,153337,4,2009
30,6,1,1,1,1,3,1920,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,290,2,3,0,438,0,1,1,1,4,3,6,1930,1,246,2,2,0,4,4,15430,154300,1,2009
20,6,1,1,1,3,3,1971,1971,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,950,2,3,1,950,0,1,3,1,3,5,6,1981,1,280,2,2,0,4,4,17100,171000,7,2007
20,6,1,1,1,3,4,1960,2002,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1010,2,1,1,1134,0,1,2,1,3,6,2,1960,1,254,2,2,0,4,2,17900,179000,4,2007
20,6,1,1,1,3,3,1959,1959,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,277ED534-9DD8-4468-B15F-989F6EEBB6D5,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,655,2,1,1,1194,0,1,3,1,3,6,4,1954,2,539,2,2,0,4,4,18800,188000,7,2006
160,8,1,4,4,3,3,1970,1970,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,630,2,3,1,630,672,2,3,1,3,6,6,1970,2,440,2,2,0,4,4,19000,190000,4,2007
60,6,1,1,4,4,3,1994,1995,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1463,2,1,1,1500,1122,2,3,1,2,9,2,1994,2,712,2,2,0,4,4,20000,200000,4,2010
20,6,1,1,1,4,3,1990,1991,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,910,2,2,1,1442,0,2,3,1,2,6,2,1990,2,719,2,2,0,4,4,9950,99500,5,2007
60,6,1,1,4,4,3,2006,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,868,2,1,1,887,1134,2,3,1,2,9,4,2006,2,422,2,2,0,4,4,12500,125000,9,2006
60,6,1,1,4,3,3,2000,2000,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,924,2,1,1,948,742,2,3,1,3,7,2,2000,2,463,2,2,0,4,4,12750,127500,11,2007
20,6,1,1,1,4,3,2004,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1836,2,1,1,1836,0,2,3,1,2,7,2,2004,3,862,2,2,0,4,4,12800,128000,3,2009
60,6,1,1,4,3,3,1995,1996,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,773,2,2,1,773,885,2,3,1,3,8,2,1995,2,431,2,2,0,4,4,14000,140000,6,2008
60,6,1,1,4,4,3,1976,1976,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,803,2,3,1,1098,866,2,4,1,3,8,2,1976,2,483,2,2,0,4,4,14300,143000,9,2008
20,6,1,1,1,3,4,1957,1957,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0B095DC6-F3B5-4983-BEF6-32A383A62849,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,816,2,3,1,816,0,1,2,1,3,5,6,1957,1,308,2,2,0,4,4,14375,143750,7,2006
20,6,1,1,1,3,4,1953,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1008,2,2,1,1008,0,1,2,1,2,6,2,1953,1,240,2,2,0,4,4,15390,153900,5,2007
20,6,1,1,1,3,4,1954,2000,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,833,2,1,1,833,0,1,2,1,2,4,6,1955,1,326,2,2,0,4,1,16020,160200,8,2006
20,6,1,1,1,4,3,2007,2007,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1734,2,1,1,1734,0,2,3,1,1,7,2,2007,3,928,2,2,0,4,4,16724,167240,11,2007
80,6,1,1,8,4,3,2002,2002,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,408,2,1,1,779,640,2,3,1,2,7,4,2002,2,527,2,2,0,4,4,17000,170000,3,2009
20,6,1,1,1,3,4,1967,2003,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,894,2,1,1,894,0,1,3,1,2,5,2,1967,2,450,2,2,0,4,4,17175,171750,5,2008
80,6,1,1,8,3,3,1958,1987,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,533,2,3,1,1021,580,1,3,1,3,6,4,1958,1,300,2,2,0,4,4,17250,172500,12,2008
20,6,1,1,1,3,3,1959,1959,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,277ED534-9DD8-4468-B15F-989F6EEBB6D5,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1040,2,3,1,1040,0,1,3,1,3,6,2,1959,1,286,2,2,0,4,2,17300,173000,7,2006
30,8,1,1,1,3,3,1920,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,277ED534-9DD8-4468-B15F-989F6EEBB6D5,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,1012,2,3,1,1012,0,1,2,1,3,6,6,1920,1,308,2,2,0,4,1,17400,174000,5,2007
20,6,1,1,1,4,3,2005,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1552,2,1,1,1552,0,2,3,1,2,7,2,2005,3,782,2,2,0,4,4,17590,175900,7,2006
20,6,1,1,1,2,2,1956,1956,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,6798904E-1EFF-407F-8744-33C36445D544,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,672,2,1,1,960,0,1,3,1,3,5,3,1956,1,288,2,2,0,4,1,17920,179200,10,2009
20,6,1,1,1,3,5,1947,2008,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,1,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,698,2,1,1,698,0,1,2,1,3,4,7,0,0,0,4,4,0,4,4,18000,180000,6,2009
80,6,1,1,8,4,3,1992,1992,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,384,2,2,1,812,670,2,3,1,2,7,2,1992,2,392,2,2,0,4,4,18100,181000,7,2007
20,6,1,1,1,2,3,1955,1955,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1005,2,3,1,1005,0,1,2,1,4,5,6,1977,2,672,2,2,0,4,4,18585,185850,11,2009
120,6,1,4,1,4,3,2007,2007,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1373,2,1,1,1555,0,2,2,1,2,7,2,2007,3,660,2,2,0,4,4,18750,187500,6,2009
20,6,1,1,1,4,3,2004,2004,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1530,2,1,1,1530,0,2,3,1,2,7,2,2004,3,630,2,2,0,4,4,18900,189000,11,2007
60,6,1,1,4,4,3,2004,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,847,2,1,1,847,1112,2,4,1,2,8,4,2004,2,434,2,2,0,4,4,19000,190000,7,2007
90,8,1,3,7,3,3,1980,1980,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,936,2,3,1,936,0,1,2,1,3,4,6,1980,2,672,2,2,0,4,4,19100,191000,8,2007
50,6,1,1,2,2,2,1928,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0B095DC6-F3B5-4983-BEF6-32A383A62849,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,1122,2,3,1,1328,653,2,4,1,2,7,6,1981,2,576,2,2,0,4,1,19200,192000,12,2009
20,6,1,1,1,3,3,1991,1992,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,974,2,3,1,974,0,1,3,1,3,5,7,0,0,0,4,4,0,4,1,19250,192500,9,2007
